M,Lambda,x,Delta,eta_C,T_b,T_c
1e-08,1.000543234670487,1.155014139149764e-08,1.0879841370262026e-07,0.9999999768997176,3978873.57729738,0.09191310320094366
1e-08,1.0005432347792262,1.1550141392125275e-08,1.0879841369670814e-07,0.9999999768997176,3978873.57729738,0.09191310320593822
1e-08,1.0005432348879655,1.1550141392752908e-08,1.0879841369079602e-07,0.9999999768997176,3978873.577297381,0.09191310321093282
1e-08,1.0005432349967047,1.1550141393380545e-08,1.0879841368488388e-07,0.9999999768997176,3978873.577297381,0.09191310321592734
1e-08,1.000543235105444,1.1550141394008181e-08,1.087984136789718e-07,0.9999999768997176,3978873.57729738,0.09191310322092194
1e-08,1.0005432352141832,1.1550141394635814e-08,1.0879841367305971e-07,0.9999999768997176,3978873.57729738,0.09191310322591655
1e-08,1.0005432353229224,1.155014139526345e-08,1.0879841366714748e-07,0.9999999768997176,3978873.5772973825,0.09191310323091105
1e-08,1.0005432354316617,1.1550141395891086e-08,1.087984136612354e-07,0.9999999768997176,3978873.5772973816,0.09191310323590562
1e-08,1.000543235540401,1.155014139651872e-08,1.087984136553233e-07,0.9999999768997176,3978873.5772973816,0.09191310324090021
1e-08,1.0005432356491402,1.155014139714636e-08,1.0879841364941118e-07,0.9999999768997176,3978873.577297381,0.09191310324589475
1e-08,1.0005432357578794,1.1550141397773997e-08,1.0879841364349905e-07,0.9999999768997176,3978873.577297381,0.09191310325088929
1e-08,1.0005432358666186,1.1550141398401629e-08,1.0879841363758697e-07,0.9999999768997176,3978873.577297381,0.09191310325588392
1e-08,1.0005432359753579,1.1550141399029265e-08,1.0879841363167486e-07,0.9999999768997176,3978873.577297381,0.0919131032608785
1e-08,1.0005432360840971,1.1550141399656905e-08,1.0879841362576271e-07,0.9999999768997176,3978873.577297381,0.09191310326587301
1e-08,1.0005432361928364,1.1550141400284541e-08,1.0879841361985058e-07,0.9999999768997176,3978873.577297381,0.09191310327086755
1e-08,1.0005432363015756,1.1550141400912175e-08,1.0879841361393845e-07,0.9999999768997176,3978873.5772973816,0.09191310327586215
1e-08,1.0005432364103148,1.1550141401539811e-08,1.0879841360802637e-07,0.9999999768997176,3978873.577297381,0.09191310328085674
1e-08,1.000543236519054,1.1550141402167446e-08,1.0879841360211421e-07,0.9999999768997176,3978873.5772973816,0.09191310328585127
1e-08,1.0005432366277933,1.1550141402795088e-08,1.0879841359620213e-07,0.9999999768997176,3978873.57729738,0.09191310329084582
1e-08,1.0005432367365326,1.1550141403422719e-08,1.0879841359029002e-07,0.9999999768997176,3978873.577297381,0.09191310329584043
1e-08,1.0005432368452718,1.1550141404050359e-08,1.0879841358437791e-07,0.9999999768997176,3978873.57729738,0.09191310330083495
1e-08,1.000543236954011,1.1550141404677992e-08,1.0879841357846581e-07,0.9999999768997176,3978873.57729738,0.09191310330582955
1e-08,1.0005432370627503,1.1550141405305625e-08,1.0879841357255368e-07,0.9999999768997175,3978873.577297381,0.09191310331082413
1e-08,1.0005432371714895,1.155014140593326e-08,1.0879841356664153e-07,0.9999999768997175,3978873.5772973816,0.0919131033158187
1e-08,1.0005432372802288,1.1550141406560898e-08,1.0879841356072943e-07,0.9999999768997175,3978873.577297381,0.09191310332081325
1e-08,1.000543237388968,1.1550141407188535e-08,1.0879841355481734e-07,0.9999999768997175,3978873.57729738,0.09191310332580784
1e-08,1.0005432374977072,1.155014140781617e-08,1.0879841354890523e-07,0.9999999768997175,3978873.57729738,0.09191310333080244
1e-08,1.0005432376064465,1.1550141408443808e-08,1.0879841354299306e-07,0.9999999768997175,3978873.577297381,0.09191310333579691
1e-08,1.0005432377151857,1.155014140907144e-08,1.0879841353708098e-07,0.9999999768997175,3978873.577297381,0.09191310334079156
1e-08,1.000543237823925,1.1550141409699076e-08,1.0879841353116889e-07,0.9999999768997175,3978873.57729738,0.09191310334578612
1e-08,1.0005432379326642,1.1550141410326714e-08,1.0879841352525673e-07,0.9999999768997175,3978873.577297381,0.09191310335078066
1e-08,1.0005432380414034,1.155014141095435e-08,1.0879841351934459e-07,0.9999999768997175,3978873.577297381,0.09191310335577518
1e-08,1.0005432381501427,1.1550141411581984e-08,1.0879841351343247e-07,0.9999999768997175,3978873.5772973816,0.09191310336076977
1e-08,1.000543238258882,1.1550141412209622e-08,1.0879841350752037e-07,0.9999999768997175,3978873.577297381,0.09191310336576435
1e-08,1.0005432383676212,1.1550141412837262e-08,1.0879841350160826e-07,0.9999999768997175,3978873.57729738,0.09191310337075888
1e-08,1.0005432384763604,1.1550141413464894e-08,1.0879841349569617e-07,0.9999999768997175,3978873.57729738,0.09191310337575348
1e-08,1.0005432385850996,1.1550141414092532e-08,1.0879841348978404e-07,0.9999999768997175,3978873.57729738,0.09191310338074804
1e-08,1.0005432386938389,1.1550141414720167e-08,1.087984134838719e-07,0.9999999768997175,3978873.577297381,0.09191310338574261
1e-08,1.0005432388025781,1.1550141415347803e-08,1.0879841347795982e-07,0.9999999768997175,3978873.57729738,0.09191310339073719
1e-08,1.0005432389113174,1.1550141415975436e-08,1.0879841347204767e-07,0.9999999768997175,3978873.577297381,0.09191310339573176
1e-08,1.0005432390200566,1.1550141416603073e-08,1.0879841346613555e-07,0.9999999768997175,3978873.577297381,0.09191310340072632
1e-08,1.0005432391287958,1.1550141417230704e-08,1.0879841346022344e-07,0.9999999768997175,3978873.5772973816,0.09191310340572094
1e-08,1.000543239237535,1.1550141417858344e-08,1.0879841345431132e-07,0.9999999768997175,3978873.577297381,0.09191310341071546
1e-08,1.0005432393462743,1.1550141418485981e-08,1.087984134483992e-07,0.9999999768997175,3978873.577297381,0.09191310341571002
1e-08,1.0005432394550136,1.1550141419113614e-08,1.0879841344248715e-07,0.9999999768997175,3978873.57729738,0.09191310342070463
1e-08,1.0005432395637528,1.1550141419741252e-08,1.0879841343657502e-07,0.9999999768997175,3978873.57729738,0.09191310342569921
1e-08,1.000543239672492,1.1550141420368894e-08,1.0879841343066286e-07,0.9999999768997175,3978873.57729738,0.09191310343069369
1e-08,1.0005432397812313,1.1550141420996525e-08,1.0879841342475077e-07,0.9999999768997175,3978873.57729738,0.09191310343568831
1e-08,1.0005432398899705,1.1550141421624162e-08,1.0879841341883865e-07,0.9999999768997175,3978873.57729738,0.09191310344068285
1e-08,1.0005432399987098,1.1550141422251798e-08,1.087984134129265e-07,0.9999999768997175,3978873.57729738,0.0919131034456774
1e-08,1.000543240107449,1.1550141422879428e-08,1.0879841340701445e-07,0.9999999768997175,3978873.57729738,0.09191310345067205
1e-08,1.0005432402161882,1.1550141423507066e-08,1.0879841340110232e-07,0.9999999768997175,3978873.57729738,0.0919131034556666
1e-08,1.0005432403249275,1.1550141424134705e-08,1.0879841339519017e-07,0.9999999768997175,3978873.57729738,0.09191310346066113
1e-08,1.0005432404336667,1.1550141424762338e-08,1.0879841338927807e-07,0.9999999768997175,3978873.57729738,0.0919131034656557
1e-08,1.000543240542406,1.1550141425389973e-08,1.0879841338336597e-07,0.9999999768997175,3978873.57729738,0.0919131034706503
1e-08,1.0005432406511452,1.1550141426017613e-08,1.0879841337745384e-07,0.9999999768997175,3978873.57729738,0.09191310347564485
1e-08,1.0005432407598844,1.1550141426645246e-08,1.0879841337154173e-07,0.9999999768997175,3978873.57729738,0.09191310348063944
1e-08,1.0005432408686237,1.1550141427272882e-08,1.087984133656296e-07,0.9999999768997175,3978873.57729738,0.09191310348563397
1e-08,1.000543240977363,1.1550141427900519e-08,1.0879841335971748e-07,0.9999999768997175,3978873.57729738,0.09191310349062856
1e-08,1.0005432410861022,1.1550141428528155e-08,1.0879841335380537e-07,0.9999999768997175,3978873.57729738,0.09191310349562311
1e-08,1.0005432411948414,1.1550141429155792e-08,1.0879841334789326e-07,0.9999999768997175,3978873.57729738,0.0919131035006177
1e-08,1.0005432413035806,1.1550141429783428e-08,1.0879841334198112e-07,0.9999999768997175,3978873.57729738,0.0919131035056122
1e-08,1.0005432414123199,1.1550141430411062e-08,1.0879841333606903e-07,0.9999999768997175,3978873.57729738,0.09191310351060683
1e-08,1.0005432415210591,1.1550141431038693e-08,1.087984133301569e-07,0.9999999768997175,3978873.577297381,0.09191310351560142
1e-08,1.0005432416297984,1.1550141431666335e-08,1.0879841332424474e-07,0.9999999768997175,3978873.577297381,0.09191310352059591
1e-08,1.0005432417385376,1.1550141432293966e-08,1.0879841331833263e-07,0.9999999768997175,3978873.5772973816,0.09191310352559054
1e-08,1.0005432418472768,1.15501414329216e-08,1.0879841331242053e-07,0.9999999768997175,3978873.5772973816,0.09191310353058511
1e-08,1.000543241956016,1.1550141433549241e-08,1.087984133065084e-07,0.9999999768997175,3978873.577297381,0.09191310353557965
1e-08,1.0005432420647553,1.1550141434176874e-08,1.087984133005963e-07,0.9999999768997175,3978873.577297381,0.09191310354057422
1e-08,1.0005432421734946,1.1550141434804512e-08,1.0879841329468421e-07,0.9999999768997175,3978873.57729738,0.09191310354556882
1e-08,1.0005432422822338,1.1550141435432147e-08,1.0879841328877211e-07,0.9999999768997175,3978873.57729738,0.09191310355056338
1e-08,1.000543242390973,1.1550141436059782e-08,1.0879841328285995e-07,0.9999999768997175,3978873.577297381,0.09191310355555793
1e-08,1.0005432424997123,1.1550141436687417e-08,1.0879841327694785e-07,0.9999999768997175,3978873.577297381,0.0919131035605525
1e-08,1.0005432426084515,1.1550141437315055e-08,1.0879841327103572e-07,0.9999999768997175,3978873.577297381,0.09191310356554706
1e-08,1.0005432427171908,1.155014143794269e-08,1.087984132651236e-07,0.9999999768997175,3978873.577297381,0.09191310357054161
1e-08,1.00054324282593,1.1550141438570325e-08,1.0879841325921149e-07,0.9999999768997175,3978873.577297381,0.09191310357553621
1e-08,1.0005432429346692,1.155014143919796e-08,1.0879841325329939e-07,0.9999999768997175,3978873.577297381,0.09191310358053079
1e-08,1.0005432430434085,1.1550141439825601e-08,1.0879841324738726e-07,0.9999999768997175,3978873.57729738,0.09191310358552529
1e-08,1.0005432431521477,1.1550141440453236e-08,1.0879841324147518e-07,0.9999999768997175,3978873.57729738,0.09191310359051992
1e-08,1.000543243260887,1.1550141441080873e-08,1.0879841323556305e-07,0.9999999768997175,3978873.57729738,0.09191310359551447
1e-08,1.0005432433696262,1.1550141441708509e-08,1.087984132296509e-07,0.9999999768997175,3978873.57729738,0.091913103600509
1e-08,1.0005432434783654,1.1550141442336144e-08,1.0879841322373876e-07,0.9999999768997175,3978873.577297381,0.09191310360550356
1e-08,1.0005432435871047,1.155014144296378e-08,1.0879841321782667e-07,0.9999999768997175,3978873.57729738,0.09191310361049813
1e-08,1.000543243695844,1.1550141443591414e-08,1.0879841321191458e-07,0.9999999768997175,3978873.57729738,0.09191310361549276
1e-08,1.0005432438045831,1.155014144421905e-08,1.0879841320600242e-07,0.9999999768997175,3978873.577297381,0.09191310362048727
1e-08,1.0005432439133224,1.1550141444846682e-08,1.0879841320009034e-07,0.9999999768997175,3978873.577297381,0.0919131036254819
1e-08,1.0005432440220616,1.1550141445474323e-08,1.0879841319417821e-07,0.9999999768997175,3978873.57729738,0.09191310363047642
1e-08,1.0005432441308009,1.1550141446101961e-08,1.0879841318826608e-07,0.9999999768997175,3978873.57729738,0.09191310363547095
1e-08,1.00054324423954,1.1550141446729595e-08,1.08798413182354e-07,0.9999999768997175,3978873.57729738,0.09191310364046561
1e-08,1.0005432443482793,1.155014144735723e-08,1.0879841317644187e-07,0.9999999768997175,3978873.57729738,0.09191310364546013
1e-08,1.0005432444570186,1.1550141447984866e-08,1.0879841317052971e-07,0.9999999768997175,3978873.577297381,0.09191310365045469
1e-08,1.0005432445657578,1.1550141448612506e-08,1.0879841316461759e-07,0.9999999768997175,3978873.57729738,0.09191310365544916
1e-08,1.000543244674497,1.1550141449240137e-08,1.0879841315870551e-07,0.9999999768997175,3978873.57729738,0.09191310366044383
1e-08,1.0005432447832363,1.1550141449867776e-08,1.0879841315279338e-07,0.9999999768997175,3978873.57729738,0.09191310366543837
1e-08,1.0005432448919755,1.1550141450495409e-08,1.0879841314688124e-07,0.9999999768997175,3978873.577297381,0.09191310367043291
1e-08,1.0005432450007148,1.1550141451123049e-08,1.0879841314096913e-07,0.9999999768997175,3978873.57729738,0.09191310367542747
1e-08,1.000543245109454,1.1550141451750684e-08,1.0879841313505703e-07,0.9999999768997175,3978873.57729738,0.09191310368042205
1e-08,1.0005432452181933,1.155014145237832e-08,1.0879841312914491e-07,0.9999999768997175,3978873.57729738,0.09191310368541662
1e-08,1.0005432453269325,1.1550141453005952e-08,1.0879841312323278e-07,0.9999999768997175,3978873.577297381,0.09191310369041121
1e-08,1.0005432454356717,1.1550141453633585e-08,1.0879841311732065e-07,0.9999999768997175,3978873.5772973816,0.0919131036954058
1e-08,1.000543245544411,1.1550141454261223e-08,1.0879841311140852e-07,0.9999999768997175,3978873.5772973816,0.09191310370040033
1e-08,1.0005432456531502,1.155014145488886e-08,1.0879841310549643e-07,0.9999999768997175,3978873.577297381,0.0919131037053949
1e-08,1.0005432457618895,1.1550141455516491e-08,1.0879841309958436e-07,0.9999999768997175,3978873.577297381,0.09191310371038955
1e-08,1.0005432458706287,1.1550141456144131e-08,1.0879841309367216e-07,0.9999999768997175,3978873.5772973816,0.09191310371538403
1e-08,1.000543245979368,1.1550141456771769e-08,1.0879841308776011e-07,0.9999999768997175,3978873.57729738,0.0919131037203786
1e-08,1.0005432460881072,1.1550141457399399e-08,1.0879841308184805e-07,0.9999999768997175,3978873.57729738,0.09191310372537329
1e-08,1.0005432461968464,1.1550141458027039e-08,1.0879841307593592e-07,0.9999999768997175,3978873.57729738,0.0919131037303678
1e-08,1.0005432463055857,1.1550141458654677e-08,1.0879841307002375e-07,0.9999999768997175,3978873.57729738,0.09191310373536231
1e-08,1.000543246414325,1.1550141459282309e-08,1.0879841306411164e-07,0.9999999768997175,3978873.577297381,0.09191310374035691
1e-08,1.0005432465230641,1.1550141459909943e-08,1.0879841305819952e-07,0.9999999768997175,3978873.577297381,0.09191310374535148
1e-08,1.0005432466318034,1.1550141460537588e-08,1.0879841305228737e-07,0.9999999768997174,3978873.57729738,0.09191310375034596
1e-08,1.0005432467405426,1.1550141461165218e-08,1.087984130463753e-07,0.9999999768997174,3978873.57729738,0.09191310375534062
1e-08,1.0005432468492819,1.1550141461792853e-08,1.087984130404632e-07,0.9999999768997174,3978873.57729738,0.09191310376033522
1e-08,1.000543246958021,1.1550141462420491e-08,1.0879841303455102e-07,0.9999999768997174,3978873.577297381,0.0919131037653297
1e-08,1.0005432470667603,1.1550141463048124e-08,1.0879841302863896e-07,0.9999999768997174,3978873.57729738,0.09191310377032434
1e-08,1.0005432471754996,1.1550141463675761e-08,1.0879841302272684e-07,0.9999999768997174,3978873.57729738,0.09191310377531887
1e-08,1.0005432472842388,1.15501414643034e-08,1.0879841301681468e-07,0.9999999768997174,3978873.57729738,0.09191310378031338
1e-08,1.000543247392978,1.1550141464931034e-08,1.0879841301090255e-07,0.9999999768997174,3978873.577297381,0.09191310378530797
1e-08,1.0005432475017173,1.1550141465558667e-08,1.0879841300499046e-07,0.9999999768997174,3978873.577297381,0.09191310379030258
1e-08,1.0005432476104565,1.1550141466186307e-08,1.0879841299907834e-07,0.9999999768997174,3978873.57729738,0.0919131037952971
1e-08,1.0005432477191958,1.1550141466813942e-08,1.087984129931662e-07,0.9999999768997174,3978873.577297381,0.09191310380029166
1e-08,1.000543247827935,1.1550141467441574e-08,1.0879841298725412e-07,0.9999999768997174,3978873.577297381,0.09191310380528629
1e-08,1.0005432479366743,1.1550141468069212e-08,1.0879841298134194e-07,0.9999999768997174,3978873.5772973816,0.0919131038102808
1e-08,1.0005432480454135,1.1550141468696848e-08,1.0879841297542986e-07,0.9999999768997174,3978873.577297381,0.09191310381527536
1e-08,1.0005432481541527,1.155014146932448e-08,1.0879841296951778e-07,0.9999999768997174,3978873.577297381,0.09191310382027003
1e-08,1.000543248262892,1.1550141469952121e-08,1.0879841296360562e-07,0.9999999768997174,3978873.577297381,0.0919131038252645
1e-08,1.0005432483716312,1.1550141470579753e-08,1.0879841295769347e-07,0.9999999768997174,3978873.5772973825,0.09191310383025908
1e-08,1.0005432484803705,1.1550141471207384e-08,1.0879841295178143e-07,0.9999999768997174,3978873.5772973816,0.09191310383525374
1e-08,1.0005432485891097,1.1550141471835024e-08,1.0879841294586927e-07,0.9999999768997174,3978873.5772973816,0.09191310384024824
1e-08,1.000543248697849,1.1550141472462662e-08,1.0879841293995718e-07,0.9999999768997174,3978873.577297381,0.09191310384524282
1e-08,1.0005432488065882,1.1550141473090296e-08,1.0879841293404509e-07,0.9999999768997174,3978873.577297381,0.09191310385023742
1e-08,1.0005432489153274,1.1550141473717929e-08,1.0879841292813298e-07,0.9999999768997174,3978873.577297381,0.09191310385523202
1e-08,1.0005432490240667,1.1550141474345572e-08,1.0879841292222085e-07,0.9999999768997174,3978873.57729738,0.0919131038602265
1e-08,1.000543249132806,1.1550141474973207e-08,1.0879841291630875e-07,0.9999999768997174,3978873.57729738,0.0919131038652211
1e-08,1.0005432492415451,1.155014147560084e-08,1.0879841291039665e-07,0.9999999768997174,3978873.57729738,0.0919131038702157
1e-08,1.0005432493502844,1.155014147622848e-08,1.0879841290448442e-07,0.9999999768997174,3978873.5772973816,0.09191310387521015
1e-08,1.0005432494590236,1.1550141476856111e-08,1.0879841289857238e-07,0.9999999768997174,3978873.577297381,0.09191310388020481
1e-08,1.0005432495677629,1.1550141477483746e-08,1.0879841289266027e-07,0.9999999768997174,3978873.577297381,0.09191310388519941
1e-08,1.000543249676502,1.155014147811139e-08,1.0879841288674812e-07,0.9999999768997174,3978873.57729738,0.09191310389019386
1e-08,1.0005432497852413,1.1550141478739018e-08,1.0879841288083604e-07,0.9999999768997174,3978873.577297381,0.09191310389518852
1e-08,1.0005432498939806,1.1550141479366656e-08,1.0879841287492393e-07,0.9999999768997174,3978873.57729738,0.09191310390018308
1e-08,1.0005432500027198,1.1550141479994292e-08,1.0879841286901178e-07,0.9999999768997174,3978873.577297381,0.09191310390517761
1e-08,1.000543250111459,1.155014148062193e-08,1.0879841286309967e-07,0.9999999768997174,3978873.57729738,0.09191310391017216
1e-08,1.0005432502201983,1.1550141481249564e-08,1.0879841285718758e-07,0.9999999768997174,3978873.57729738,0.09191310391516679
1e-08,1.0005432503289375,1.15501414818772e-08,1.0879841285127541e-07,0.9999999768997174,3978873.577297381,0.09191310392016129
1e-08,1.0005432504376768,1.1550141482504835e-08,1.0879841284536328e-07,0.9999999768997174,3978873.5772973816,0.09191310392515586
1e-08,1.000543250546416,1.1550141483132468e-08,1.0879841283945123e-07,0.9999999768997174,3978873.577297381,0.09191310393015047
1e-08,1.0005432506551553,1.155014148376011e-08,1.087984128335391e-07,0.9999999768997174,3978873.57729738,0.09191310393514501
1e-08,1.0005432507638945,1.1550141484387743e-08,1.0879841282762695e-07,0.9999999768997174,3978873.577297381,0.09191310394013957
1e-08,1.0005432508726337,1.1550141485015376e-08,1.087984128217149e-07,0.9999999768997174,3978873.57729738,0.09191310394513422
1e-08,1.000543250981373,1.155014148564302e-08,1.0879841281580269e-07,0.9999999768997174,3978873.577297381,0.09191310395012865
1e-08,1.0005432510901122,1.1550141486270654e-08,1.0879841280989062e-07,0.9999999768997174,3978873.57729738,0.09191310395512325
1e-08,1.0005432511988515,1.1550141486898286e-08,1.0879841280397855e-07,0.9999999768997174,3978873.57729738,0.09191310396011793
1e-08,1.0005432513075907,1.155014148752592e-08,1.0879841279806643e-07,0.9999999768997174,3978873.57729738,0.09191310396511246
1e-08,1.00054325141633,1.1550141488153556e-08,1.0879841279215424e-07,0.9999999768997174,3978873.5772973816,0.091913103970107
1e-08,1.0005432515250692,1.1550141488781192e-08,1.0879841278624217e-07,0.9999999768997174,3978873.577297381,0.09191310397510159
1e-08,1.0005432516338084,1.1550141489408825e-08,1.0879841278033006e-07,0.9999999768997174,3978873.577297381,0.0919131039800962
1e-08,1.0005432517425477,1.1550141490036469e-08,1.0879841277441789e-07,0.9999999768997174,3978873.577297381,0.09191310398509066
1e-08,1.000543251851287,1.1550141490664097e-08,1.0879841276850584e-07,0.9999999768997174,3978873.577297381,0.09191310399008534
1e-08,1.0005432519600261,1.1550141491291735e-08,1.087984127625937e-07,0.9999999768997174,3978873.577297381,0.09191310399507985
1e-08,1.0005432520687654,1.1550141491919371e-08,1.0879841275668158e-07,0.9999999768997174,3978873.577297381,0.09191310400007442
1e-08,1.0005432521775046,1.1550141492547008e-08,1.0879841275076951e-07,0.9999999768997174,3978873.57729738,0.09191310400506901
1e-08,1.0005432522862439,1.1550141493174646e-08,1.0879841274485738e-07,0.9999999768997174,3978873.57729738,0.09191310401006358
1e-08,1.000543252394983,1.1550141493802281e-08,1.0879841273894521e-07,0.9999999768997174,3978873.577297381,0.09191310401505809
1e-08,1.0005432525037223,1.1550141494429921e-08,1.0879841273303309e-07,0.9999999768997174,3978873.57729738,0.09191310402005262
1e-08,1.0005432526124616,1.155014149505755e-08,1.0879841272712104e-07,0.9999999768997174,3978873.57729738,0.09191310402504727
1e-08,1.0005432527212008,1.1550141495685194e-08,1.0879841272120887e-07,0.9999999768997174,3978873.57729738,0.09191310403004177
1e-08,1.00054325282994,1.1550141496312826e-08,1.0879841271529676e-07,0.9999999768997174,3978873.57729738,0.09191310403503634
1e-08,1.0005432529386793,1.1550141496940467e-08,1.087984127093846e-07,0.9999999768997174,3978873.57729738,0.09191310404003085
1e-08,1.0005432530474185,1.1550141497568099e-08,1.0879841270347253e-07,0.9999999768997174,3978873.57729738,0.09191310404502548
1e-08,1.0005432531561578,1.1550141498195737e-08,1.087984126975604e-07,0.9999999768997174,3978873.57729738,0.09191310405002003
1e-08,1.000543253264897,1.1550141498823375e-08,1.0879841269164827e-07,0.9999999768997174,3978873.57729738,0.09191310405501456
1e-08,1.0005432533736363,1.1550141499451008e-08,1.0879841268573617e-07,0.9999999768997174,3978873.57729738,0.09191310406000919
1e-08,1.0005432534823755,1.155014150007864e-08,1.0879841267982403e-07,0.9999999768997174,3978873.577297381,0.09191310406500376
1e-08,1.0005432535911147,1.1550141500706281e-08,1.0879841267391191e-07,0.9999999768997174,3978873.57729738,0.09191310406999827
1e-08,1.000543253699854,1.1550141501333911e-08,1.0879841266799985e-07,0.9999999768997174,3978873.57729738,0.09191310407499294
1e-08,1.0005432538085932,1.1550141501961551e-08,1.087984126620877e-07,0.9999999768997174,3978873.57729738,0.09191310407998744
1e-08,1.0005432539173325,1.1550141502589184e-08,1.0879841265617553e-07,0.9999999768997174,3978873.5772973816,0.09191310408498199
1e-08,1.0005432540260717,1.155014150321682e-08,1.0879841265026344e-07,0.9999999768997174,3978873.577297381,0.09191310408997656
1e-08,1.000543254134811,1.1550141503844454e-08,1.0879841264435135e-07,0.9999999768997174,3978873.577297381,0.0919131040949712
1e-08,1.0005432542435502,1.1550141504472097e-08,1.087984126384392e-07,0.9999999768997174,3978873.57729738,0.09191310409996564
1e-08,1.0005432543522894,1.1550141505099734e-08,1.0879841263252709e-07,0.9999999768997174,3978873.57729738,0.09191310410496022
1e-08,1.0005432544610287,1.155014150572736e-08,1.0879841262661497e-07,0.9999999768997174,3978873.5772973816,0.09191310410995486
1e-08,1.000543254569768,1.1550141506355002e-08,1.0879841262070284e-07,0.9999999768997174,3978873.577297381,0.09191310411494936
1e-08,1.0005432546785071,1.1550141506982635e-08,1.0879841261479075e-07,0.9999999768997174,3978873.577297381,0.09191310411994397
1e-08,1.0005432547872464,1.1550141507610273e-08,1.0879841260887865e-07,0.9999999768997174,3978873.57729738,0.09191310412493853
1e-08,1.0005432548959856,1.1550141508237906e-08,1.0879841260296647e-07,0.9999999768997174,3978873.5772973816,0.09191310412993307
1e-08,1.0005432550047249,1.1550141508865541e-08,1.087984125970544e-07,0.9999999768997174,3978873.577297381,0.0919131041349277
1e-08,1.000543255113464,1.1550141509493178e-08,1.0879841259114229e-07,0.9999999768997174,3978873.577297381,0.09191310413992225
1e-08,1.0005432552222033,1.1550141510120817e-08,1.0879841258523018e-07,0.9999999768997174,3978873.57729738,0.09191310414491678
1e-08,1.0005432553309426,1.1550141510748454e-08,1.0879841257931808e-07,0.9999999768997174,3978873.57729738,0.09191310414991137
1e-08,1.0005432554396818,1.1550141511376089e-08,1.0879841257340597e-07,0.9999999768997174,3978873.57729738,0.09191310415490597
1e-08,1.000543255548421,1.1550141512003719e-08,1.0879841256749384e-07,0.9999999768997174,3978873.577297381,0.09191310415990055
1e-08,1.0005432556571603,1.155014151263136e-08,1.0879841256158171e-07,0.9999999768997174,3978873.57729738,0.09191310416489508
1e-08,1.0005432557658995,1.1550141513258993e-08,1.0879841255566963e-07,0.9999999768997174,3978873.57729738,0.09191310416988968
1e-08,1.0005432558746388,1.1550141513886628e-08,1.0879841254975751e-07,0.9999999768997174,3978873.57729738,0.09191310417488426
1e-08,1.000543255983378,1.1550141514514265e-08,1.0879841254384536e-07,0.9999999768997174,3978873.577297381,0.09191310417987879
1e-08,1.0005432560921173,1.1550141515141901e-08,1.0879841253793327e-07,0.9999999768997174,3978873.57729738,0.09191310418487339
1e-08,1.0005432562008565,1.1550141515769538e-08,1.0879841253202115e-07,0.9999999768997173,3978873.57729738,0.09191310418986794
1e-08,1.0005432563095957,1.1550141516397176e-08,1.0879841252610902e-07,0.9999999768997173,3978873.57729738,0.09191310419486247
1e-08,1.000543256418335,1.1550141517024811e-08,1.087984125201969e-07,0.9999999768997173,3978873.57729738,0.09191310419985704
1e-08,1.0005432565270742,1.1550141517652443e-08,1.087984125142848e-07,0.9999999768997173,3978873.577297381,0.09191310420485165
1e-08,1.0005432566358134,1.1550141518280079e-08,1.0879841250837265e-07,0.9999999768997173,3978873.577297381,0.09191310420984619
1e-08,1.0005432567445527,1.1550141518907714e-08,1.0879841250246054e-07,0.9999999768997173,3978873.577297381,0.0919131042148408
1e-08,1.000543256853292,1.155014151953535e-08,1.0879841249654843e-07,0.9999999768997173,3978873.577297381,0.09191310421983535
1e-08,1.0005432569620312,1.1550141520162985e-08,1.0879841249063631e-07,0.9999999768997173,3978873.577297381,0.09191310422482991
1e-08,1.0005432570707704,1.1550141520790622e-08,1.0879841248472419e-07,0.9999999768997173,3978873.577297381,0.0919131042298245
1e-08,1.0005432571795096,1.1550141521418257e-08,1.0879841247881209e-07,0.9999999768997173,3978873.577297381,0.09191310423481908
1e-08,1.0005432572882489,1.1550141522045897e-08,1.0879841247289998e-07,0.9999999768997173,3978873.57729738,0.09191310423981361
1e-08,1.0005432573969881,1.155014152267353e-08,1.0879841246698784e-07,0.9999999768997173,3978873.577297381,0.09191310424480817
1e-08,1.0005432575057274,1.1550141523301166e-08,1.0879841246107576e-07,0.9999999768997173,3978873.57729738,0.09191310424980277
1e-08,1.0005432576144666,1.1550141523928798e-08,1.0879841245516364e-07,0.9999999768997173,3978873.577297381,0.09191310425479737
1e-08,1.0005432577232058,1.1550141524556438e-08,1.0879841244925148e-07,0.9999999768997173,3978873.577297381,0.09191310425979188
1e-08,1.000543257831945,1.155014152518407e-08,1.0879841244333937e-07,0.9999999768997173,3978873.5772973816,0.09191310426478648
1e-08,1.0005432579406843,1.1550141525811706e-08,1.0879841243742729e-07,0.9999999768997173,3978873.577297381,0.09191310426978108
1e-08,1.0005432580494236,1.1550141526439346e-08,1.0879841243151514e-07,0.9999999768997173,3978873.577297381,0.09191310427477556
1e-08,1.0005432581581628,1.1550141527066979e-08,1.0879841242560304e-07,0.9999999768997173,3978873.577297381,0.09191310427977016
1e-08,1.000543258266902,1.1550141527694612e-08,1.0879841241969095e-07,0.9999999768997173,3978873.577297381,0.09191310428476476
1e-08,1.0005432583756413,1.1550141528322252e-08,1.087984124137788e-07,0.9999999768997173,3978873.577297381,0.0919131042897593
