M,Lambda,x,Delta,eta_C,T_b,T_c
1e-08,1.0005432108565935,1.1550141254045388e-08,1.0879841499737386e-07,0.9999999768997179,3978873.57729738,0.09191310210713342
1e-08,1.0005432109653327,1.1550141254673027e-08,1.0879841499146167e-07,0.9999999768997179,3978873.577297381,0.09191310211212793
1e-08,1.000543211074072,1.1550141255300661e-08,1.0879841498554957e-07,0.9999999768997179,3978873.577297381,0.09191310211712252
1e-08,1.0005432111828112,1.15501412559283e-08,1.0879841497963742e-07,0.9999999768997179,3978873.577297381,0.09191310212211704
1e-08,1.0005432112915504,1.1550141256555934e-08,1.0879841497372532e-07,0.9999999768997179,3978873.577297381,0.09191310212711161
1e-08,1.0005432114002897,1.1550141257183564e-08,1.0879841496781321e-07,0.9999999768997179,3978873.5772973816,0.09191310213210625
1e-08,1.000543211509029,1.1550141257811206e-08,1.0879841496190108e-07,0.9999999768997179,3978873.577297381,0.09191310213710074
1e-08,1.0005432116177682,1.1550141258438844e-08,1.08798414955989e-07,0.9999999768997179,3978873.57729738,0.09191310214209533
1e-08,1.0005432117265074,1.1550141259066474e-08,1.0879841495007693e-07,0.9999999768997179,3978873.57729738,0.09191310214708999
1e-08,1.0005432118352466,1.1550141259694112e-08,1.0879841494416476e-07,0.9999999768997179,3978873.577297381,0.09191310215208448
1e-08,1.0005432119439859,1.1550141260321749e-08,1.0879841493825262e-07,0.9999999768997179,3978873.577297381,0.09191310215707903
1e-08,1.0005432120527251,1.1550141260949379e-08,1.0879841493234056e-07,0.9999999768997179,3978873.577297381,0.09191310216207368
1e-08,1.0005432121614644,1.155014126157702e-08,1.087984149264284e-07,0.9999999768997179,3978873.577297381,0.09191310216706819
1e-08,1.0005432122702036,1.1550141262204657e-08,1.0879841492051627e-07,0.9999999768997179,3978873.577297381,0.09191310217206274
1e-08,1.0005432123789428,1.1550141262832288e-08,1.0879841491460423e-07,0.9999999768997179,3978873.57729738,0.09191310217705739
1e-08,1.000543212487682,1.155014126345993e-08,1.0879841490869206e-07,0.9999999768997179,3978873.57729738,0.09191310218205188
1e-08,1.0005432125964213,1.1550141264087561e-08,1.087984149027799e-07,0.9999999768997179,3978873.5772973816,0.09191310218704644
1e-08,1.0005432127051606,1.1550141264715196e-08,1.0879841489686784e-07,0.9999999768997179,3978873.577297381,0.09191310219204107
1e-08,1.0005432128138998,1.155014126534283e-08,1.0879841489095575e-07,0.9999999768997179,3978873.577297381,0.09191310219703565
1e-08,1.000543212922639,1.1550141265970474e-08,1.0879841488504359e-07,0.9999999768997179,3978873.57729738,0.09191310220203015
1e-08,1.0005432130313783,1.1550141266598102e-08,1.0879841487913151e-07,0.9999999768997179,3978873.577297381,0.09191310220702481
1e-08,1.0005432131401175,1.1550141267225739e-08,1.087984148732194e-07,0.9999999768997179,3978873.57729738,0.09191310221201936
1e-08,1.0005432132488568,1.1550141267853375e-08,1.0879841486730722e-07,0.9999999768997179,3978873.5772973816,0.09191310221701389
1e-08,1.000543213357596,1.1550141268481007e-08,1.0879841486139513e-07,0.9999999768997179,3978873.5772973816,0.09191310222200849
1e-08,1.0005432134663352,1.1550141269108643e-08,1.0879841485548305e-07,0.9999999768997179,3978873.577297381,0.0919131022270031
1e-08,1.0005432135750745,1.1550141269736285e-08,1.0879841484957088e-07,0.9999999768997179,3978873.577297381,0.09191310223199758
1e-08,1.0005432136838137,1.155014127036392e-08,1.0879841484365882e-07,0.9999999768997179,3978873.57729738,0.09191310223699217
1e-08,1.000543213792553,1.1550141270991553e-08,1.0879841483774667e-07,0.9999999768997179,3978873.577297381,0.09191310224198676
1e-08,1.0005432139012922,1.1550141271619193e-08,1.0879841483183453e-07,0.9999999768997179,3978873.577297381,0.09191310224698125
1e-08,1.0005432140100314,1.1550141272246831e-08,1.0879841482592238e-07,0.9999999768997179,3978873.577297381,0.09191310225197578
1e-08,1.0005432141187707,1.1550141272874461e-08,1.0879841482001033e-07,0.9999999768997179,3978873.577297381,0.09191310225697046
1e-08,1.00054321422751,1.1550141273502099e-08,1.0879841481409819e-07,0.9999999768997179,3978873.577297381,0.09191310226196499
1e-08,1.0005432143362492,1.1550141274129737e-08,1.0879841480818606e-07,0.9999999768997179,3978873.577297381,0.09191310226695953
1e-08,1.0005432144449884,1.1550141274757367e-08,1.0879841480227399e-07,0.9999999768997179,3978873.577297381,0.09191310227195416
1e-08,1.0005432145537276,1.1550141275385009e-08,1.0879841479636182e-07,0.9999999768997179,3978873.577297381,0.09191310227694867
1e-08,1.0005432146624669,1.1550141276012644e-08,1.0879841479044972e-07,0.9999999768997179,3978873.577297381,0.09191310228194324
1e-08,1.0005432147712061,1.1550141276640278e-08,1.0879841478453765e-07,0.9999999768997179,3978873.57729738,0.09191310228693785
1e-08,1.0005432148799454,1.1550141277267918e-08,1.0879841477862549e-07,0.9999999768997179,3978873.57729738,0.09191310229193232
1e-08,1.0005432149886846,1.1550141277895552e-08,1.0879841477271336e-07,0.9999999768997179,3978873.577297381,0.09191310229692692
1e-08,1.0005432150974238,1.1550141278523183e-08,1.0879841476680128e-07,0.9999999768997179,3978873.577297381,0.0919131023019216
1e-08,1.000543215206163,1.1550141279150823e-08,1.0879841476088918e-07,0.9999999768997179,3978873.57729738,0.0919131023069161
1e-08,1.0005432153149023,1.1550141279778463e-08,1.0879841475497703e-07,0.9999999768997179,3978873.57729738,0.09191310231191063
1e-08,1.0005432154236416,1.1550141280406093e-08,1.0879841474906496e-07,0.9999999768997179,3978873.57729738,0.09191310231690526
1e-08,1.0005432155323808,1.1550141281033726e-08,1.0879841474315283e-07,0.9999999768997179,3978873.577297381,0.09191310232189984
1e-08,1.00054321564112,1.1550141281661366e-08,1.0879841473724067e-07,0.9999999768997179,3978873.577297381,0.09191310232689434
1e-08,1.0005432157498593,1.1550141282289e-08,1.087984147313286e-07,0.9999999768997179,3978873.57729738,0.09191310233188896
1e-08,1.0005432158585985,1.1550141282916632e-08,1.0879841472541648e-07,0.9999999768997179,3978873.577297381,0.09191310233688359
1e-08,1.0005432159673378,1.1550141283544277e-08,1.0879841471950431e-07,0.9999999768997179,3978873.57729738,0.09191310234187801
1e-08,1.000543216076077,1.155014128417191e-08,1.0879841471359224e-07,0.9999999768997179,3978873.57729738,0.09191310234687267
1e-08,1.0005432161848162,1.1550141284799545e-08,1.0879841470768013e-07,0.9999999768997179,3978873.57729738,0.09191310235186724
1e-08,1.0005432162935555,1.1550141285427182e-08,1.0879841470176795e-07,0.9999999768997179,3978873.577297381,0.09191310235686175
1e-08,1.0005432164022947,1.1550141286054816e-08,1.0879841469585586e-07,0.9999999768997179,3978873.577297381,0.09191310236185633
1e-08,1.000543216511034,1.1550141286682448e-08,1.0879841468994378e-07,0.9999999768997179,3978873.577297381,0.09191310236685096
1e-08,1.0005432166197732,1.155014128731009e-08,1.087984146840316e-07,0.9999999768997179,3978873.577297381,0.09191310237184545
1e-08,1.0005432167285124,1.1550141287937724e-08,1.0879841467811949e-07,0.9999999768997179,3978873.577297381,0.09191310237684003
1e-08,1.0005432168372517,1.155014128856536e-08,1.0879841467220742e-07,0.9999999768997179,3978873.57729738,0.09191310238183464
1e-08,1.000543216945991,1.1550141289192994e-08,1.0879841466629528e-07,0.9999999768997179,3978873.577297381,0.09191310238682918
1e-08,1.0005432170547301,1.1550141289820632e-08,1.0879841466038313e-07,0.9999999768997179,3978873.577297381,0.09191310239182372
1e-08,1.0005432171634694,1.1550141290448259e-08,1.0879841465447107e-07,0.9999999768997179,3978873.5772973816,0.09191310239681838
1e-08,1.0005432172722086,1.1550141291075902e-08,1.0879841464855893e-07,0.9999999768997179,3978873.577297381,0.09191310240181289
1e-08,1.0005432173809479,1.155014129170354e-08,1.0879841464264678e-07,0.9999999768997179,3978873.577297381,0.09191310240680742
1e-08,1.000543217489687,1.1550141292331168e-08,1.087984146367347e-07,0.9999999768997179,3978873.5772973816,0.09191310241180206
1e-08,1.0005432175984263,1.155014129295881e-08,1.0879841463082257e-07,0.9999999768997179,3978873.577297381,0.09191310241679658
1e-08,1.0005432177071656,1.1550141293586446e-08,1.0879841462491045e-07,0.9999999768997179,3978873.577297381,0.09191310242179114
1e-08,1.0005432178159048,1.1550141294214085e-08,1.0879841461899838e-07,0.9999999768997178,3978873.57729738,0.09191310242678574
1e-08,1.000543217924644,1.1550141294841715e-08,1.087984146130862e-07,0.9999999768997178,3978873.5772973816,0.09191310243178029
1e-08,1.0005432180333833,1.1550141295469354e-08,1.087984146071741e-07,0.9999999768997178,3978873.577297381,0.09191310243677485
1e-08,1.0005432181421225,1.155014129609699e-08,1.0879841460126204e-07,0.9999999768997178,3978873.57729738,0.09191310244176945
1e-08,1.0005432182508618,1.1550141296724622e-08,1.0879841459534989e-07,0.9999999768997178,3978873.577297381,0.09191310244676403
1e-08,1.000543218359601,1.1550141297352264e-08,1.0879841458943777e-07,0.9999999768997178,3978873.57729738,0.09191310245175853
1e-08,1.0005432184683403,1.1550141297979895e-08,1.087984145835257e-07,0.9999999768997178,3978873.57729738,0.09191310245675317
1e-08,1.0005432185770795,1.1550141298607537e-08,1.0879841457761355e-07,0.9999999768997178,3978873.57729738,0.0919131024617477
1e-08,1.0005432186858187,1.1550141299235169e-08,1.087984145717014e-07,0.9999999768997178,3978873.577297381,0.09191310246674224
1e-08,1.000543218794558,1.1550141299862802e-08,1.0879841456578931e-07,0.9999999768997178,3978873.577297381,0.09191310247173688
1e-08,1.0005432189032972,1.1550141300490442e-08,1.087984145598772e-07,0.9999999768997178,3978873.57729738,0.09191310247673141
1e-08,1.0005432190120365,1.1550141301118078e-08,1.0879841455396507e-07,0.9999999768997178,3978873.57729738,0.09191310248172596
1e-08,1.0005432191207757,1.1550141301745713e-08,1.0879841454805296e-07,0.9999999768997178,3978873.57729738,0.09191310248672055
1e-08,1.000543219229515,1.1550141302373345e-08,1.0879841454214086e-07,0.9999999768997178,3978873.577297381,0.09191310249171514
1e-08,1.0005432193382542,1.1550141303000984e-08,1.0879841453622872e-07,0.9999999768997178,3978873.57729738,0.09191310249670967
1e-08,1.0005432194469934,1.1550141303628621e-08,1.0879841453031661e-07,0.9999999768997178,3978873.57729738,0.0919131025017042
1e-08,1.0005432195557327,1.1550141304256257e-08,1.0879841452440444e-07,0.9999999768997178,3978873.577297381,0.09191310250669875
1e-08,1.000543219664472,1.1550141304883894e-08,1.0879841451849237e-07,0.9999999768997178,3978873.57729738,0.09191310251169338
1e-08,1.0005432197732111,1.1550141305511529e-08,1.0879841451258021e-07,0.9999999768997178,3978873.577297381,0.09191310251668788
1e-08,1.0005432198819504,1.1550141306139167e-08,1.0879841450666812e-07,0.9999999768997178,3978873.57729738,0.09191310252168246
1e-08,1.0005432199906896,1.1550141306766799e-08,1.0879841450075599e-07,0.9999999768997178,3978873.577297381,0.09191310252667705
1e-08,1.0005432200994289,1.1550141307394438e-08,1.0879841449484389e-07,0.9999999768997178,3978873.57729738,0.09191310253167159
1e-08,1.000543220208168,1.1550141308022077e-08,1.0879841448893175e-07,0.9999999768997178,3978873.57729738,0.09191310253666612
1e-08,1.0005432203169073,1.1550141308649708e-08,1.0879841448301962e-07,0.9999999768997178,3978873.577297381,0.09191310254166071
1e-08,1.0005432204256466,1.1550141309277343e-08,1.0879841447710752e-07,0.9999999768997178,3978873.577297381,0.09191310254665531
1e-08,1.0005432205343858,1.1550141309904981e-08,1.0879841447119539e-07,0.9999999768997178,3978873.577297381,0.09191310255164985
1e-08,1.000543220643125,1.155014131053262e-08,1.087984144652833e-07,0.9999999768997178,3978873.57729738,0.09191310255664442
1e-08,1.0005432207518643,1.1550141311160251e-08,1.0879841445937122e-07,0.9999999768997178,3978873.57729738,0.09191310256163904
1e-08,1.0005432208606035,1.1550141311787889e-08,1.0879841445345907e-07,0.9999999768997178,3978873.57729738,0.09191310256663356
1e-08,1.0005432209693428,1.155014131241553e-08,1.0879841444754696e-07,0.9999999768997178,3978873.5772973793,0.09191310257162812
1e-08,1.000543221078082,1.1550141313043162e-08,1.0879841444163482e-07,0.9999999768997178,3978873.57729738,0.09191310257662266
1e-08,1.0005432211868213,1.1550141313670795e-08,1.0879841443572273e-07,0.9999999768997178,3978873.57729738,0.0919131025816173
1e-08,1.0005432212955605,1.1550141314298434e-08,1.087984144298106e-07,0.9999999768997178,3978873.57729738,0.09191310258661183
1e-08,1.0005432214042997,1.1550141314926072e-08,1.0879841442389848e-07,0.9999999768997178,3978873.57729738,0.0919131025916064
1e-08,1.000543221513039,1.155014131555371e-08,1.0879841441798633e-07,0.9999999768997178,3978873.57729738,0.0919131025966009
1e-08,1.0005432216217782,1.1550141316181343e-08,1.0879841441207422e-07,0.9999999768997178,3978873.57729738,0.0919131026015955
1e-08,1.0005432217305175,1.155014131680898e-08,1.0879841440616212e-07,0.9999999768997178,3978873.57729738,0.09191310260659008
1e-08,1.0005432218392567,1.155014131743661e-08,1.0879841440025005e-07,0.9999999768997178,3978873.57729738,0.09191310261158472
1e-08,1.000543221947996,1.1550141318064253e-08,1.0879841439433787e-07,0.9999999768997178,3978873.57729738,0.09191310261657919
1e-08,1.0005432220567352,1.1550141318691881e-08,1.0879841438842578e-07,0.9999999768997178,3978873.577297381,0.09191310262157382
1e-08,1.0005432221654744,1.1550141319319517e-08,1.0879841438251369e-07,0.9999999768997178,3978873.57729738,0.09191310262656842
1e-08,1.0005432222742137,1.1550141319947159e-08,1.0879841437660153e-07,0.9999999768997178,3978873.57729738,0.0919131026315629
1e-08,1.000543222382953,1.155014132057479e-08,1.0879841437068945e-07,0.9999999768997178,3978873.57729738,0.09191310263655757
1e-08,1.0005432224916921,1.1550141321202429e-08,1.0879841436477732e-07,0.9999999768997178,3978873.57729738,0.09191310264155207
1e-08,1.0005432226004314,1.155014132183006e-08,1.0879841435886517e-07,0.9999999768997178,3978873.577297381,0.09191310264654665
1e-08,1.0005432227091706,1.1550141322457695e-08,1.0879841435295307e-07,0.9999999768997178,3978873.577297381,0.09191310265154122
1e-08,1.0005432228179099,1.155014132308533e-08,1.0879841434704096e-07,0.9999999768997178,3978873.577297381,0.09191310265653581
1e-08,1.000543222926649,1.1550141323712965e-08,1.0879841434112882e-07,0.9999999768997178,3978873.5772973816,0.09191310266153038
1e-08,1.0005432230353883,1.1550141324340605e-08,1.087984143352167e-07,0.9999999768997178,3978873.577297381,0.09191310266652489
1e-08,1.0005432231441276,1.1550141324968238e-08,1.0879841432930461e-07,0.9999999768997178,3978873.577297381,0.09191310267151953
1e-08,1.0005432232528668,1.1550141325595876e-08,1.0879841432339248e-07,0.9999999768997178,3978873.577297381,0.09191310267651406
1e-08,1.000543223361606,1.1550141326223508e-08,1.0879841431748036e-07,0.9999999768997178,3978873.5772973816,0.09191310268150867
1e-08,1.0005432234703453,1.1550141326851144e-08,1.0879841431156823e-07,0.9999999768997178,3978873.5772973816,0.09191310268650321
1e-08,1.0005432235790845,1.1550141327478782e-08,1.087984143056561e-07,0.9999999768997178,3978873.5772973816,0.09191310269149774
1e-08,1.0005432236878238,1.1550141328106417e-08,1.0879841429974402e-07,0.9999999768997178,3978873.577297381,0.09191310269649233
1e-08,1.000543223796563,1.1550141328734052e-08,1.0879841429383188e-07,0.9999999768997178,3978873.5772973816,0.0919131027014869
1e-08,1.0005432239053023,1.1550141329361687e-08,1.0879841428791977e-07,0.9999999768997178,3978873.5772973816,0.09191310270648148
1e-08,1.0005432240140415,1.1550141329989327e-08,1.0879841428200767e-07,0.9999999768997178,3978873.577297381,0.09191310271147603
1e-08,1.0005432241227807,1.1550141330616962e-08,1.087984142760956e-07,0.9999999768997178,3978873.57729738,0.09191310271647066
1e-08,1.00054322423152,1.1550141331244597e-08,1.0879841427018344e-07,0.9999999768997178,3978873.577297381,0.09191310272146519
1e-08,1.0005432243402592,1.1550141331872233e-08,1.0879841426427129e-07,0.9999999768997178,3978873.5772973816,0.09191310272645974
1e-08,1.0005432244489985,1.1550141332499868e-08,1.0879841425835922e-07,0.9999999768997178,3978873.577297381,0.09191310273145432
1e-08,1.0005432245577377,1.1550141333127504e-08,1.0879841425244713e-07,0.9999999768997178,3978873.57729738,0.09191310273644891
1e-08,1.000543224666477,1.155014133375514e-08,1.0879841424653499e-07,0.9999999768997178,3978873.577297381,0.09191310274144347
1e-08,1.0005432247752162,1.1550141334382774e-08,1.0879841424062292e-07,0.9999999768997178,3978873.57729738,0.09191310274643809
1e-08,1.0005432248839554,1.1550141335010412e-08,1.0879841423471079e-07,0.9999999768997178,3978873.57729738,0.09191310275143262
1e-08,1.0005432249926947,1.1550141335638049e-08,1.0879841422879865e-07,0.9999999768997178,3978873.57729738,0.09191310275642717
1e-08,1.000543225101434,1.1550141336265682e-08,1.0879841422288649e-07,0.9999999768997178,3978873.5772973816,0.09191310276142173
1e-08,1.0005432252101731,1.1550141336893319e-08,1.0879841421697441e-07,0.9999999768997178,3978873.577297381,0.09191310276641632
1e-08,1.0005432253189124,1.1550141337520955e-08,1.0879841421106228e-07,0.9999999768997178,3978873.577297381,0.09191310277141086
1e-08,1.0005432254276516,1.1550141338148597e-08,1.0879841420515015e-07,0.9999999768997178,3978873.57729738,0.09191310277640537
1e-08,1.0005432255363909,1.1550141338776225e-08,1.0879841419923807e-07,0.9999999768997178,3978873.577297381,0.09191310278140002
1e-08,1.00054322564513,1.1550141339403861e-08,1.0879841419332594e-07,0.9999999768997178,3978873.577297381,0.09191310278639458
1e-08,1.0005432257538693,1.1550141340031503e-08,1.0879841418741381e-07,0.9999999768997178,3978873.57729738,0.09191310279138908
1e-08,1.0005432258626086,1.1550141340659134e-08,1.0879841418150169e-07,0.9999999768997178,3978873.577297381,0.0919131027963837
1e-08,1.0005432259713478,1.1550141341286768e-08,1.0879841417558956e-07,0.9999999768997178,3978873.5772973816,0.09191310280137825
1e-08,1.000543226080087,1.1550141341914406e-08,1.0879841416967743e-07,0.9999999768997178,3978873.5772973816,0.09191310280637281
1e-08,1.0005432261888263,1.155014134254204e-08,1.0879841416376535e-07,0.9999999768997178,3978873.577297381,0.09191310281136741
1e-08,1.0005432262975655,1.1550141343169682e-08,1.0879841415785323e-07,0.9999999768997178,3978873.57729738,0.09191310281636193
1e-08,1.0005432264063048,1.1550141343797315e-08,1.0879841415194109e-07,0.9999999768997178,3978873.577297381,0.09191310282135651
1e-08,1.000543226515044,1.155014134442495e-08,1.0879841414602902e-07,0.9999999768997178,3978873.57729738,0.09191310282635111
1e-08,1.0005432266237833,1.1550141345052589e-08,1.0879841414011689e-07,0.9999999768997178,3978873.57729738,0.09191310283134567
1e-08,1.0005432267325225,1.155014134568022e-08,1.0879841413420476e-07,0.9999999768997178,3978873.577297381,0.09191310283634024
1e-08,1.0005432268412617,1.1550141346307852e-08,1.0879841412829265e-07,0.9999999768997178,3978873.5772973816,0.09191310284133485
1e-08,1.000543226950001,1.1550141346935491e-08,1.0879841412238054e-07,0.9999999768997178,3978873.577297381,0.09191310284632938
1e-08,1.0005432270587402,1.155014134756313e-08,1.0879841411646845e-07,0.9999999768997178,3978873.57729738,0.09191310285132395
1e-08,1.0005432271674795,1.1550141348190765e-08,1.0879841411055634e-07,0.9999999768997178,3978873.57729738,0.09191310285631854
1e-08,1.0005432272762187,1.1550141348818401e-08,1.0879841410464421e-07,0.9999999768997178,3978873.57729738,0.09191310286131309
1e-08,1.000543227384958,1.155014134944604e-08,1.0879841409873208e-07,0.9999999768997176,3978873.57729738,0.09191310286630763
1e-08,1.0005432274936972,1.1550141350073672e-08,1.0879841409281999e-07,0.9999999768997176,3978873.57729738,0.09191310287130224
1e-08,1.0005432276024364,1.1550141350701306e-08,1.0879841408690788e-07,0.9999999768997176,3978873.57729738,0.09191310287629684
1e-08,1.0005432277111757,1.1550141351328947e-08,1.0879841408099568e-07,0.9999999768997176,3978873.577297381,0.0919131028812913
1e-08,1.000543227819915,1.1550141351956585e-08,1.0879841407508357e-07,0.9999999768997176,3978873.57729738,0.09191310288628585
1e-08,1.0005432279286541,1.155014135258422e-08,1.0879841406917146e-07,0.9999999768997176,3978873.57729738,0.09191310289128042
1e-08,1.0005432280373934,1.1550141353211857e-08,1.0879841406325936e-07,0.9999999768997176,3978873.57729738,0.09191310289627502
1e-08,1.0005432281461326,1.1550141353839492e-08,1.0879841405734724e-07,0.9999999768997176,3978873.57729738,0.09191310290126958
1e-08,1.0005432282548719,1.1550141354467131e-08,1.087984140514351e-07,0.9999999768997176,3978873.57729738,0.0919131029062641
1e-08,1.000543228363611,1.1550141355094756e-08,1.0879841404552303e-07,0.9999999768997176,3978873.577297381,0.09191310291125879
1e-08,1.0005432284723503,1.1550141355722398e-08,1.087984140396109e-07,0.9999999768997176,3978873.57729738,0.09191310291625329
1e-08,1.0005432285810896,1.1550141356350031e-08,1.0879841403369877e-07,0.9999999768997176,3978873.577297381,0.09191310292124787
1e-08,1.0005432286898288,1.1550141356977666e-08,1.0879841402778669e-07,0.9999999768997176,3978873.57729738,0.09191310292624247
1e-08,1.000543228798568,1.1550141357605306e-08,1.0879841402187456e-07,0.9999999768997176,3978873.57729738,0.09191310293123701
1e-08,1.0005432289073073,1.1550141358232942e-08,1.0879841401596243e-07,0.9999999768997176,3978873.57729738,0.09191310293623155
1e-08,1.0005432290160465,1.1550141358860574e-08,1.087984140100503e-07,0.9999999768997176,3978873.577297381,0.09191310294122615
1e-08,1.0005432291247858,1.155014135948821e-08,1.0879841400413818e-07,0.9999999768997176,3978873.577297381,0.09191310294622068
1e-08,1.000543229233525,1.1550141360115849e-08,1.0879841399822605e-07,0.9999999768997176,3978873.577297381,0.09191310295121526
1e-08,1.0005432293422643,1.1550141360743482e-08,1.087984139923139e-07,0.9999999768997176,3978873.5772973816,0.09191310295620982
1e-08,1.0005432294510035,1.1550141361371115e-08,1.0879841398640182e-07,0.9999999768997176,3978873.5772973816,0.09191310296120443
1e-08,1.0005432295597427,1.1550141361998756e-08,1.087984139804897e-07,0.9999999768997176,3978873.577297381,0.09191310296619896
1e-08,1.000543229668482,1.1550141362626393e-08,1.0879841397457756e-07,0.9999999768997176,3978873.577297381,0.09191310297119347
1e-08,1.0005432297772212,1.1550141363254026e-08,1.0879841396866551e-07,0.9999999768997176,3978873.57729738,0.09191310297618814
1e-08,1.0005432298859605,1.1550141363881661e-08,1.0879841396275337e-07,0.9999999768997176,3978873.577297381,0.09191310298118267
1e-08,1.0005432299946997,1.1550141364509301e-08,1.0879841395684126e-07,0.9999999768997176,3978873.57729738,0.09191310298617722
1e-08,1.000543230103439,1.1550141365136929e-08,1.0879841395092912e-07,0.9999999768997176,3978873.5772973816,0.09191310299117182
1e-08,1.0005432302121782,1.1550141365764569e-08,1.0879841394501701e-07,0.9999999768997176,3978873.577297381,0.09191310299616635
1e-08,1.0005432303209174,1.1550141366392206e-08,1.087984139391049e-07,0.9999999768997176,3978873.577297381,0.09191310300116093
1e-08,1.0005432304296566,1.1550141367019842e-08,1.0879841393319282e-07,0.9999999768997176,3978873.57729738,0.09191310300615553
1e-08,1.000543230538396,1.1550141367647479e-08,1.0879841392728069e-07,0.9999999768997176,3978873.57729738,0.09191310301115006
1e-08,1.0005432306471351,1.1550141368275115e-08,1.0879841392136857e-07,0.9999999768997176,3978873.57729738,0.09191310301614462
1e-08,1.0005432307558744,1.1550141368902752e-08,1.0879841391545645e-07,0.9999999768997176,3978873.57729738,0.09191310302113921
1e-08,1.0005432308646136,1.1550141369530385e-08,1.0879841390954436e-07,0.9999999768997176,3978873.57729738,0.0919131030261338
1e-08,1.0005432309733528,1.1550141370158021e-08,1.0879841390363219e-07,0.9999999768997176,3978873.577297381,0.09191310303112832
1e-08,1.000543231082092,1.1550141370785655e-08,1.087984138977201e-07,0.9999999768997176,3978873.577297381,0.09191310303612293
1e-08,1.0005432311908313,1.155014137141329e-08,1.0879841389180799e-07,0.9999999768997176,3978873.577297381,0.09191310304111752
1e-08,1.0005432312995706,1.1550141372040928e-08,1.0879841388589587e-07,0.9999999768997176,3978873.57729738,0.09191310304611205
1e-08,1.0005432314083098,1.1550141372668563e-08,1.0879841387998377e-07,0.9999999768997176,3978873.57729738,0.09191310305110664
1e-08,1.000543231517049,1.1550141373296202e-08,1.0879841387407164e-07,0.9999999768997176,3978873.57729738,0.0919131030561012
1e-08,1.0005432316257883,1.155014137392384e-08,1.087984138681595e-07,0.9999999768997176,3978873.57729738,0.09191310306109572
1e-08,1.0005432317345275,1.1550141374551469e-08,1.087984138622474e-07,0.9999999768997176,3978873.577297381,0.09191310306609037
1e-08,1.0005432318432668,1.1550141375179105e-08,1.0879841385633528e-07,0.9999999768997176,3978873.577297381,0.0919131030710849
1e-08,1.000543231952006,1.1550141375806747e-08,1.0879841385042315e-07,0.9999999768997176,3978873.57729738,0.09191310307607943
1e-08,1.0005432320607452,1.1550141376434378e-08,1.0879841384451106e-07,0.9999999768997176,3978873.57729738,0.09191310308107405
1e-08,1.0005432321694845,1.1550141377062015e-08,1.087984138385989e-07,0.9999999768997176,3978873.577297381,0.09191310308606858
1e-08,1.0005432322782237,1.1550141377689655e-08,1.087984138326868e-07,0.9999999768997176,3978873.57729738,0.09191310309106313
1e-08,1.000543232386963,1.1550141378317288e-08,1.0879841382677471e-07,0.9999999768997176,3978873.57729738,0.09191310309605773
1e-08,1.0005432324957022,1.1550141378944924e-08,1.0879841382086259e-07,0.9999999768997176,3978873.57729738,0.09191310310105232
1e-08,1.0005432326044414,1.1550141379572556e-08,1.087984138149504e-07,0.9999999768997176,3978873.5772973816,0.09191310310604683
1e-08,1.0005432327131807,1.1550141380200196e-08,1.087984138090383e-07,0.9999999768997176,3978873.577297381,0.0919131031110414
1e-08,1.00054323282192,1.1550141380827827e-08,1.0879841380312622e-07,0.9999999768997176,3978873.577297381,0.09191310311603601
1e-08,1.0005432329306592,1.1550141381455467e-08,1.0879841379721412e-07,0.9999999768997176,3978873.57729738,0.09191310312103057
1e-08,1.0005432330393984,1.1550141382083102e-08,1.0879841379130197e-07,0.9999999768997176,3978873.577297381,0.09191310312602512
1e-08,1.0005432331481376,1.1550141382710739e-08,1.0879841378538988e-07,0.9999999768997176,3978873.57729738,0.09191310313101968
1e-08,1.0005432332568769,1.1550141383338377e-08,1.0879841377947776e-07,0.9999999768997176,3978873.57729738,0.09191310313601424
1e-08,1.0005432333656161,1.155014138396601e-08,1.0879841377356566e-07,0.9999999768997176,3978873.57729738,0.09191310314100883
1e-08,1.0005432334743554,1.1550141384593647e-08,1.0879841376765354e-07,0.9999999768997176,3978873.57729738,0.0919131031460034
1e-08,1.0005432335830946,1.155014138522128e-08,1.0879841376174144e-07,0.9999999768997176,3978873.57729738,0.091913103150998
1e-08,1.0005432336918338,1.155014138584892e-08,1.087984137558293e-07,0.9999999768997176,3978873.57729738,0.09191310315599253
1e-08,1.000543233800573,1.1550141386476554e-08,1.0879841374991719e-07,0.9999999768997176,3978873.57729738,0.0919131031609871
1e-08,1.0005432339093123,1.155014138710419e-08,1.0879841374400507e-07,0.9999999768997176,3978873.57729738,0.09191310316598165
1e-08,1.0005432340180516,1.1550141387731828e-08,1.0879841373809292e-07,0.9999999768997176,3978873.57729738,0.0919131031709762
1e-08,1.0005432341267908,1.1550141388359459e-08,1.0879841373218086e-07,0.9999999768997176,3978873.57729738,0.09191310317597083
1e-08,1.00054323423553,1.1550141388987099e-08,1.0879841372626872e-07,0.9999999768997176,3978873.57729738,0.09191310318096538
1e-08,1.0005432343442693,1.1550141389614727e-08,1.0879841372035661e-07,0.9999999768997176,3978873.577297381,0.09191310318596
1e-08,1.0005432344530085,1.1550141390242367e-08,1.0879841371444447e-07,0.9999999768997176,3978873.577297381,0.09191310319095448
1e-08,1.0005432345617478,1.1550141390869999e-08,1.0879841370853239e-07,0.9999999768997176,3978873.577297381,0.09191310319594914
